TF	TF_uniprot	Target	Target_uniprot	Mode of Regulation	References (PMID)
PAX5	Q02548	PRKCE	Q02156	Unknown	9190940
PAX5	Q02548	RAG2	P55895	Unknown	11094072;12044781
PAX5	Q02548	RB1	P06400	Unknown	10197586
PAX5	Q02548	TERT	O14746	Activation	19806612
PAX5	Q02548	TIMP1	P01033	Activation	22105368
PAX5	Q02548	TP53	P04637	Activation	22105368
PAX5	Q02548	TP53	P04637	Repression	8521821
PAX5	Q02548	XBP1	P17861	Repression	8627152
PAX6	P26367	FABP7	O15540	Activation	22583899
PAX6	P26367	GCG	P01275	Unknown	21824252
PAX6	P26367	ITGA5	P08648	Unknown	10954416
PAX6	P26367	ITGB1	P05556	Unknown	10954416
PAX6	P26367	KRT12	Q99456	Unknown	9856765
PAX6	P26367	MET	P08581	Activation	19651775
PAX6	P26367	MMP2	P08253	Unknown	17047041
PAX6	P26367	PCSK1	P29120	Activation	19034419
PAX6	P26367	PDHX	O00330	Repression	12783165
PAX6	P26367	PROX1	Q92786	Activation	11554737
PAX6	P26367	SIX3	O95343	Activation	11554737
PAX8	Q06710	E2F1	Q01094	Activation	21602887
PAX8	Q06710	NCAM1	P13591	Activation	8071351
PAX8	Q06710	SLC3A1	Q07837	Activation	15673291
PAX8	Q06710	SLC5A5	Q92911	Activation	14630715;17614769
PAX8	Q06710	TG	P01266	Repression	17614769
PAX8	Q06710	TP53	P04637	Repression	8521821
PAX8	Q06710	TSHR	P16473	Repression	17614769
PAX8	Q06710	WT1	P19544	Activation	15961562;8861958
PBX1	P40424	HOXB1	P14653	Activation	17131398
PBX1	P40424	NANOG	Q9H9S0	Activation	19522013
PBX1	P40424	PF4	P02776	Activation	12609849
PBX1	P40424	SOX3	P41225	Unknown	19799567
PBX1	P40424	VCP	P55072	Activation	17200190
PBX2	P40425	EMX2	Q04743	Activation	15494461
PBX2	P40425	FMO3	P31513	Unknown	17786630
PBX2	P40425	MEIS1	O00470	Unknown	24617557
PBX2	P40425	PF4	P02776	Activation	12609849
PBX2	P40425	UGT2B17	O75795	Unknown	12065766
PBX2	P40425	VCP	P55072	Unknown	19356220
PCBD1	P61457	FXYD2	P54710	Repression	24204001
PCGF2	P35227	HOXA7	P31268	Activation	22085718
PCGF2	P35227	HOXA7	P31268	Repression	22085718
PCGF2	P35227	ZEB1	P37275	Repression	23474752
PCGF2	P35227	ZEB2	O60315	Repression	23474752
PDCD11	Q14690	FASLG	P48023	Unknown	14563113
PDX1	P52945	GCK	P35557	Activation	8866550
PDX1	P52945	INS	P01308	Activation	7568086
PDX1	P52945	INS	P01308	Unknown	10426567;10567373;10585868;20886630
PER1	O15534	BAX	Q07812	Repression	19675098
PER1	O15534	BCL2	P10415	Activation	19675098
PER1	O15534	SLC5A1	P13866	Repression	22526585
PER2	O15055	SNAI2	O43623	Repression	23836662
PER2	O15055	TWIST1	Q15672	Repression	23836662
PGR	P06401	ABCG2	Q9UNQ0	Unknown	22348324
PGR	P06401	ATP1B1	P05026	Unknown	22330642
PGR	P06401	BCL2	P10415	Activation	17785366
PGR	P06401	BCL2	P10415	Unknown	9306964
PGR	P06401	CCND1	P24385	Unknown	22542550;22892083
PGR	P06401	CYP19A1	P11511	Repression	18483177
PGR	P06401	DUSP1	P28562	Activation	22020934
PGR	P06401	E2F1	Q01094	Activation	20123965
PGR	P06401	EGFR	P00533	Unknown	22542550
PGR	P06401	ERBB2	P04626	Repression	18483177
PGR	P06401	ESR1	P03372	Activation	16982776
PGR	P06401	FOXP3	Q9BZS1	Repression	18685848
PGR	P06401	HLTF	Q14527	Activation	12890680
PGR	P06401	IGFBP1	P08833	Unknown	11117526;15987820
PGR	P06401	IL10	P22301	Repression	18685848
PGR	P06401	IRS2	Q9Y4H2	Unknown	14534541
PGR	P06401	KLK3	P07288	Unknown	9052414
PGR	P06401	KLK4	Q9Y5K2	Activation	19147544
PGR	P06401	MYC	P01106	Unknown	22892083
PGR	P06401	PLD1	Q13393	Unknown	21284604
PGR	P06401	PTGS2	P35354	Repression	18483177
PGR	P06401	RELA	Q04206	Repression	8626413
PGR	P06401	RLN1	P04808	Unknown	15149733
PGR	P06401	RLN2	P04090	Unknown	15149733
PGR	P06401	VEGFA	P15692	Unknown	22542550
PGR	P06401	YWHAQ	P27348	Unknown	22329840
PHB2	Q99623	ARNT	P27540	Repression	21256954
PHB2	Q99623	BTG2	P78543	Repression	19117054
PHF10	Q8WUB8	CASP3	P42574	Unknown	20530714
PHF8	Q9UPP1	CDC20	Q12834	Unknown	23979597
PHOX2A	O14813	DBH	P09172	Activation	16280598
PHOX2A	O14813	DBH	P09172	Unknown	11034547
PHOX2A	O14813	TLX2	O43763	Activation	20044949
PHOX2B	Q99453	ALK	Q9UM73	Activation	20957039
PHOX2B	Q99453	DBH	P09172	Activation	11034547;16280598
PHOX2B	Q99453	DBH	P09172	Unknown	15888479
PHOX2B	Q99453	MSX1	P28360	Repression	18201699
PHOX2B	Q99453	PHOX2A	O14813	Unknown	15888479
PHOX2B	Q99453	TLX2	O43763	Activation	16402914;20044949
PHOX2B	Q99453	TLX2	O43763	Unknown	17505528
PIAS1	O75925	CYP17A1	P05093	Unknown	21467194
PIAS1	O75925	FABP2	P12104	Activation	22539995
PIAS1	O75925	MUC1	P15941	Repression	17717071
PIAS1	O75925	PRMT1	Q99873	Repression	19136629
PIAS1	O75925	SI	P14410	Activation	22539995
PIAS1	O75925	STAT1	P42224	Unknown	17940994;19136629
PIAS2	O75928	AR	P10275	Activation	11117529
PIAS2	O75928	LRRN3	Q9H3W5	Repression	21908575
PIAS2	O75928	MUC1	P15941	Repression	17717071
PIAS2	O75928	MYCN	P04198	Repression	21123453
PIAS3	Q9Y6X2	ATF1	P18846	Activation	17565989
PIAS3	Q9Y6X2	ESR1	P03372	Unknown	22174013
PIAS3	Q9Y6X2	MUC1	P15941	Repression	17717071
PIAS3	Q9Y6X2	STAT3	P40763	Unknown	16098628
PIAS4	Q8N2W9	MUC1	P15941	Repression	17717071
PIAS4	Q8N2W9	VDR	P11473	Unknown	22564762
PIR	O00625	NFKB1	P19838	Unknown	14573596
PITX1	P78337	DUX4	Q9UBX2	Unknown	23206257
PITX1	P78337	FSHB	P01225	Unknown	18339718
PITX1	P78337	GNRH1	P01148	Repression	19106114
PITX1	P78337	HES1	Q14469	Repression	21425961
PITX1	P78337	IFNA1	P01562	Repression	12242290
PITX1	P78337	IRF2	P14316	Repression	12242290
PITX1	P78337	IRF7	Q92985	Repression	12242290
PITX1	P78337	JUN	P05412	Repression	21425961
PITX1	P78337	LHB	P01229	Unknown	19106114
PITX1	P78337	NKX3-1	Q99801	Repression	21425961
PITX1	P78337	PRL	P01236	Activation	16879162
PITX1	P78337	RUNX1	Q01196	Repression	21425961
PITX1	P78337	RUNX2	Q13950	Repression	21425961
PITX1	P78337	TBX4	P57082	Unknown	20598276
PITX1	P78337	TERT	O14746	Repression	21300782
PITX1	P78337	TRIB2	Q92519	Repression	21425961
PITX2	Q99697	ABCB1	P08183	Unknown	23354914
PITX2	Q99697	FGF16	O43320	Unknown	24253043
PITX2	Q99697	FSHB	P01225	Unknown	18339718
PITX2	Q99697	GNRH1	P01148	Repression	19106114
PITX2	Q99697	LEF1	Q9UJU2	Activation	17785445
PITX2	Q99697	LHX6	Q9UPM6	Activation	23229549
PITX2	Q99697	PLOD1	Q02809	Unknown	21837767
PITX2	Q99697	PRL	P01236	Activation	16879162
PITX2	Q99697	SLC13A3	Q8WWT9	Unknown	21873665
PITX2	Q99697	WNT2	P09544	Unknown	23250740
PITX2	Q99697	WNT5A	P41221	Unknown	23250740
PITX3	O75364	MIP	P30301	Activation	21698120
PITX3	O75364	TH	P07101	Activation	22223473
PKNOX1	P55347	MEIS1	O00470	Unknown	12732210
PKNOX1	P55347	PF4	P02776	Unknown	12732210
PKNOX1	P55347	PTPN6	P29350	Activation	20864515
PKNOX1	P55347	SYP	P08247	Activation	20864515
PLAG1	Q6DJT9	ABCC6	O95255	Activation	18850323
PLAG1	Q6DJT9	CRLF1	O75462	Activation	14712223
PLAG1	Q6DJT9	IGF2	P01344	Activation	10646861;11284386;11888928;14695992;14712223
PLAG1	Q6DJT9	IGF2	P01344	Unknown	23023303
PLAG1	Q6DJT9	XRCC1	P18887	Unknown	16596326
PLAGL1	Q9UM63	ABCC6	O95255	Activation	18850323
PLAGL1	Q9UM63	SDHB	P21912	Repression	19423711
PLAGL2	Q9UPG8	IGF2	P01344	Activation	11888928
PLAGL2	Q9UPG8	METAP2	P50579	Activation	17462995
PLAGL2	Q9UPG8	NCF2	P19878	Activation	17462995;20025940
PLAGL2	Q9UPG8	SFTPC	P11686	Activation	17618602;18655774
PML	P29590	BAX	Q07812	Activation	16007146
PML	P29590	CASP3	P42574	Activation	16253165
PML	P29590	CCND1	P24385	Repression	15529177
PML	P29590	CCNT1	O60563	Unknown	12727882
PML	P29590	CDKN1A	P38936	Activation	10356361;16007146
PML	P29590	EAF2	Q96CJ1	Repression	18089734
PML	P29590	EGFR	P00533	Repression	12673202;9819401
PML	P29590	EP300	Q09472	Activation	18809579
PML	P29590	FLT3	P36888	Activation	17124055
PML	P29590	GRIP1	Q9Y3R0	Activation	23542129
PML	P29590	HCK	P08631	Unknown	21993313
PML	P29590	HIPK2	Q9H2X6	Activation	18809579
PML	P29590	IFNB1	P01574	Activation	11042692
PML	P29590	NR4A1	P22736	Repression	12032831
PML	P29590	PML	P29590	Activation	15529177
PML	P29590	TNFAIP3	P21580	Repression	12080044
PML	P29590	TNFSF10	P50591	Activation	15459016
PML	P29590	TP53	P04637	Unknown	12837275
PML	P29590	UBA7	P41226	Repression	11891284
POLR1A	O95602	E2F1	Q01094	Repression	21878508
POU1F1	P28069	BDKRB1	P46663	Unknown	10842322
POU1F1	P28069	CGA	P01215	Unknown	11081207
POU1F1	P28069	GH1	P01241	Activation	16061841;7529501
POU1F1	P28069	GH1	P01241	Unknown	11081207;11874696;15998782;17456792;7608249;7877625;9207961
POU1F1	P28069	GH2	P01242	Activation	7608249
POU1F1	P28069	GHR	P10912	Activation	7529501
POU1F1	P28069	INSM1	Q01101	Unknown	8188699
POU1F1	P28069	POU1F1	P28069	Activation	22199144
POU1F1	P28069	PRL	P01236	Activation	16879162;7529501
POU1F1	P28069	PRL	P01236	Unknown	11081207;11874696;17240357;17933456;19808898;7877625;9207961;9822660
POU1F1	P28069	REN	P00797	Unknown	8914017
POU1F1	P28069	TSHB	P01222	Activation	7529501
POU1F1	P28069	TSHB	P01222	Unknown	12655183;16901973;9167960;9207961
POU1F1	P28069	VDR	P11473	Activation	17456792
POU2AF1	Q16633	ID2	Q02363	Unknown	24801987
POU2AF1	Q16633	IGH		Activation	1423591
POU2AF1	Q16633	SPIB	Q01892	Unknown	24801987
POU2AF1	Q16633	TK1	P04183	Activation	15831936
POU2AF1	Q16633	TNFRSF17	Q02223	Activation	17621271
POU2F1	P14859	AR	P10275	Unknown	21387309
POU2F1	P14859	BDKRB1	P46663	Unknown	10842322
POU2F1	P14859	CAPN6	Q9Y6Q1	Unknown	21255642
POU2F1	P14859	CCND1	P24385	Activation	12391146
POU2F1	P14859	CDX2	Q99626	Unknown	16278805
POU2F1	P14859	GADD45A	P24522	Activation	11525640
POU2F1	P14859	GADD45A	P24522	Unknown	11420680
POU2F1	P14859	GATA1	P15976	Unknown	7499351
POU2F1	P14859	GCM1	Q9NP62	Unknown	11071865
POU2F1	P14859	GFI1B	Q5VTD9	Unknown	19965638
POU2F1	P14859	GNRH1	P01148	Unknown	15319450
POU2F1	P14859	HBG1	P69891	Repression	2336386
POU2F1	P14859	HIST2H2BE	Q16778	Unknown	10064132;2007132
POU2F1	P14859	HPGDS	O60760	Unknown	10998423
POU2F1	P14859	ID1	P41134	Unknown	19212692
POU2F1	P14859	IL2	P60568	Activation	11781715
POU2F1	P14859	IL2	P60568	Unknown	9135552
POU2F1	P14859	IL2RA	P01589	Unknown	9135552
POU2F1	P14859	IL4	P05112	Repression	11781715
POU2F1	P14859	IL5	P05113	Unknown	10491186
POU2F1	P14859	LCT	P09848	Activation	20960210
POU2F1	P14859	LGALS4	P56470	Activation	12391146
POU2F1	P14859	MAD2L1	Q13257	Activation	15563594
POU2F1	P14859	PLAU	P00749	Unknown	10951201
POU2F1	P14859	POU2AF1	Q16633	Unknown	11847120
POU2F1	P14859	PTGIR	P43119	Activation	19118563
POU2F1	P14859	RPTOR	Q8N122	Unknown	21060808
POU2F1	P14859	RRM2B	Q7LG56	Unknown	11978967
POU2F1	P14859	SDC4	P31431	Unknown	19212692
POU2F1	P14859	SNAI2	O43623	Activation	23836662
POU2F1	P14859	SNAI2	O43623	Repression	23836662
POU2F1	P14859	SNAPC1	Q16533	Unknown	9644240
POU2F1	P14859	SPP1	P10451	Unknown	11126367
POU2F1	P14859	ST6GAL1	P15907	Unknown	10814704
POU2F1	P14859	TK1	P04183	Activation	15831936
POU2F1	P14859	TRA		Unknown	11385613
POU2F1	P14859	TWIST1	Q15672	Activation	23836662
POU2F1	P14859	TWIST1	Q15672	Repression	23836662
POU2F1	P14859	TXNRD1	Q16881	Unknown	11375392
POU2F1	P14859	UGT2B7	P16662	Activation	10779377
POU2F1	P14859	VCAM1	P19320	Repression	9694713
POU2F1	P14859	VWF	P04275	Activation	7507210
POU2F1	P14859	VWF	P04275	Repression	9694713
POU2F2	P09086	HBB	P68871	Unknown	2302733
POU2F2	P09086	HLA-DOB	P13765	Unknown	12938212
POU2F2	P09086	HLA-DRA	P01903	Unknown	7629508
POU2F2	P09086	ID2	Q02363	Unknown	24801987
POU2F2	P09086	IL5	P05113	Unknown	10491186
POU2F2	P09086	SPI1	P17947	Unknown	12592383
POU2F2	P09086	SPIB	Q01892	Unknown	24801987
POU2F2	P09086	SPP1	P10451	Unknown	11126367
POU2F2	P09086	TK1	P04183	Activation	15831936
POU2F2	P09086	TRA		Unknown	11385613
POU2F3	Q9UKI9	SPRR2A	P35326	Unknown	8816448
POU3F1	Q03052	GNRH1	P01148	Unknown	9032292
POU3F2	P20265	CDH13	P55290	Unknown	23069940
POU3F2	P20265	DDC	P20711	Unknown	9602135
POU3F2	P20265	FABP7	O15540	Unknown	21771320
POU3F2	P20265	FOXP2	O15409	Unknown	23197593
POU3F2	P20265	GNRH1	P01148	Activation	11875100
POU3F2	P20265	MITF	O75030	Unknown	18628967
POU3F2	P20265	NKX2-1	P43699	Unknown	23358112
POU3F2	P20265	PAX3	P23760	Unknown	22290434
POU3F2	P20265	PDE5A	O76074	Repression	21215707
POU3F4	P49335	GCG	P01275	Unknown	21824252
POU4F1	Q01851	HPSE	Q9Y251	Unknown	16112651
POU4F1	Q01851	HSP90AA1	P07900	Activation	15818685
POU4F2	Q12837	CCND1	P24385	Activation	17637757
POU4F2	Q12837	HSP90AA1	P07900	Activation	15818685
POU5F1	Q01860	BMP4	P12644	Repression	17068183
POU5F1	Q01860	CDKN1A	P38936	Repression	19968627
POU5F1	Q01860	CDX2	Q99626	Repression	17068183
POU5F1	Q01860	DDC	P20711	Unknown	9602135
POU5F1	Q01860	DKK1	O94907	Repression	17068183
POU5F1	Q01860	DLX5	P56178	Repression	17068183
POU5F1	Q01860	EOMES	O95936	Repression	17068183
POU5F1	Q01860	FGF4	P08620	Activation	10801796
POU5F1	Q01860	GADD45A	P24522	Unknown	11704867
POU5F1	Q01860	GATA6	Q92908	Repression	14990861;17068183
POU5F1	Q01860	HLX	Q14774	Repression	17068183
POU5F1	Q01860	ID2	Q02363	Repression	17068183
POU5F1	Q01860	ITGA6	P23229	Activation	22311737
POU5F1	Q01860	L1TD1	Q5T7N2	Unknown	22162396
POU5F1	Q01860	LEFTY1	O75610	Activation	17068183
POU5F1	Q01860	NANOG	Q9H9S0	Activation	17068183
POU5F1	Q01860	NANOG	Q9H9S0	Unknown	18338330
POU5F1	Q01860	SEMA6A	Q9H2E6	Unknown	17671748
POU5F1	Q01860	SOX2	P48431	Activation	17068183
POU5F1	Q01860	SPP1	P10451	Activation	11891324
POU5F1	Q01860	TBXT	O15178	Repression	17068183
POU5F1	Q01860	TBX18	O95935	Repression	17068183
POU5F1	Q01860	TDGF1	P13385	Activation	17068183
POU5F1	Q01860	THY1	P04216	Activation	17068183
POU5F1	Q01860	ZFP42	Q96MM3	Activation	17068183
PPARA	Q07869	ACADL	P28330	Unknown	20110263
PPARA	Q07869	ACOX1	Q15067	Unknown	20110263
PPARA	Q07869	ACSL1	P33121	Repression	17150915
PPARA	Q07869	ANGPTL4	Q9BY76	Activation	12099716;15190076
PPARA	Q07869	APOA4	P06727	Unknown	19433068
PPARA	Q07869	APOA5	Q6Q788	Unknown	16448983
PPARA	Q07869	APOB	P04114	Activation	11925428
PPARA	Q07869	APOB	P04114	Repression	16542871
PPARA	Q07869	APOBR	Q0VD83	Repression	12700342
PPARA	Q07869	APOC3	P02656	Repression	10494028
PPARA	Q07869	APOC3	P02656	Unknown	11007963
PPARA	Q07869	CD36	P16671	Unknown	16713233;20110263
PPARA	Q07869	CETP	P11597	Activation	18481130
PPARA	Q07869	CGB5	P0DN86	Unknown	11564716
PPARA	Q07869	CPT1A	P50416	Repression	17150915
PPARA	Q07869	CYP1A1	P04798	Activation	15521013
PPARA	Q07869	CYP2C9	P11712	Repression	20178979
PPARA	Q07869	FABP4	P15090	Unknown	19717768
PPARA	Q07869	G0S2	P27469	Unknown	20110263
PPARA	Q07869	HMOX1	P09601	Unknown	17413033
PPARA	Q07869	IGFBP1	P08833	Unknown	20110263
PPARA	Q07869	IL6	P05231	Unknown	15001458
PPARA	Q07869	IL6R	P08887	Repression	14764586
PPARA	Q07869	LPL	P06858	Activation	10634806
PPARA	Q07869	MLYCD	O95822	Unknown	16434556
PPARA	Q07869	MMP9	P14780	Repression	21840940
PPARA	Q07869	NFKBIA	P25963	Activation	14976045
PPARA	Q07869	NFKBIA	P25963	Unknown	11981037
PPARA	Q07869	PDK4	Q16654	Activation	15955060
PPARA	Q07869	PLIN2	Q99541	Repression	17150915
PPARA	Q07869	PTGS2	P35354	Activation	11412039
PPARA	Q07869	SERPINE1	P05121	Activation	15631825
PPARA	Q07869	SERPINE1	P05121	Unknown	12667383
PPARA	Q07869	SLC25A20	O43772	Unknown	19748481
PPARA	Q07869	SLC9A1	P19634	Unknown	19958503
PPARA	Q07869	SOD2	P04179	Unknown	19958503
PPARA	Q07869	SREBF2	Q12772	Repression	16946405
PPARA	Q07869	STAT5A	P42229	Unknown	21542777
PPARA	Q07869	SULT2A1	Q06520	Unknown	20110263
PPARA	Q07869	TUBA1B	P68363	Unknown	23029400
PPARA	Q07869	TXNIP	Q9H3M7	Repression	18848838
PPARA	Q07869	UCP1	P25874	Repression	11875072
PPARA	Q07869	UGT1A9	O60656	Activation	12582161
PPARD	Q03181	ANG	P03950	Repression	17511960
PPARD	Q03181	ANGPTL4	Q9BY76	Repression	15190076
PPARD	Q03181	CAT	P04040	Activation	18048767
PPARD	Q03181	HSD11B2	P80365	Repression	15591138
PPARD	Q03181	LPL	P06858	Activation	10634806
PPARD	Q03181	PDK4	Q16654	Activation	15955060
PPARD	Q03181	SAT1	P21673	Activation	14506281
PPARD	Q03181	SOD1	P00441	Activation	18048767
PPARD	Q03181	TIMP1	P01033	Activation	17511960
PPARD	Q03181	TXN	P10599	Activation	18048767
PPARG	P37231	ABCG2	Q9UNQ0	Activation	16785230
PPARG	P37231	ACAT1	P24752	Activation	19049899
PPARG	P37231	ADIPOQ	Q15848	Activation	20484463
PPARG	P37231	ADIPOQ	Q15848	Unknown	18373719;19833717
PPARG	P37231	AGER	Q15109	Repression	18855759
PPARG	P37231	ANGPTL4	Q9BY76	Activation	15190076
PPARG	P37231	ANGPTL4	Q9BY76	Unknown	14570927
PPARG	P37231	APOB	P04114	Repression	16542871
PPARG	P37231	APOBR	Q0VD83	Repression	12700342
PPARG	P37231	ATP2A2	P16615	Unknown	22240811
PPARG	P37231	BAD	Q92934	Activation	14960510
PPARG	P37231	BCL2	P10415	Activation	15067355
PPARG	P37231	BCL2	P10415	Repression	14960510
PPARG	P37231	BCL2L1	Q07817	Repression	14960510
PPARG	P37231	BRS3	P32247	Activation	17355223
PPARG	P37231	CAT	P04040	Unknown	20075562
PPARG	P37231	CAV1	Q03135	Unknown	17764562
PPARG	P37231	CCND1	P24385	Repression	15041706;15193259;15486348
PPARG	P37231	CCNE1	P24864	Repression	14960510
PPARG	P37231	CD36	P16671	Activation	11795270
PPARG	P37231	CD36	P16671	Unknown	15104237;17322100
PPARG	P37231	CD83	Q01151	Activation	15356156
PPARG	P37231	CDKN1A	P38936	Activation	15041706
PPARG	P37231	CEBPA	P49715	Unknown	15867211
PPARG	P37231	CFLAR	O15519	Repression	17172826
PPARG	P37231	CIITA	P33076	Activation	19358337
PPARG	P37231	CIITA	P33076	Repression	11861426;17611194
PPARG	P37231	CLDN2	P57739	Unknown	16688762
PPARG	P37231	CPT1B	Q92523	Activation	15356291
PPARG	P37231	CSF1	P09603	Repression	18566389
PPARG	P37231	DBI	P07108	Unknown	12015306
PPARG	P37231	DEFB103A	P81534	Unknown	20970965
PPARG	P37231	EGFR	P00533	Repression	15486348
PPARG	P37231	ERO1A	Q96HE7	Activation	18177270
PPARG	P37231	ERP44	Q9BS26	Activation	20484463
PPARG	P37231	ERP44	Q9BS26	Repression	20484463
PPARG	P37231	FABP4	P15090	Activation	11574398
PPARG	P37231	FABP4	P15090	Unknown	17322100;21047783
PPARG	P37231	FASLG	P48023	Activation	18293083
PPARG	P37231	FGF1	P05230	Unknown	22522926
PPARG	P37231	GDF15	Q99988	Unknown	14662774
PPARG	P37231	GK	P32189	Activation	14749268
PPARG	P37231	HMOX1	P09601	Unknown	17413033
PPARG	P37231	ICAM1	P05362	Repression	17425601
PPARG	P37231	JAG1	P78504	Unknown	20436223
PPARG	P37231	KLF4	O43474	Unknown	23275339
PPARG	P37231	LIPE	Q05469	Activation	16269451
PPARG	P37231	MMP1	P03956	Unknown	15090544
PPARG	P37231	MMP9	P14780	Repression	20021931
PPARG	P37231	MYC	P01106	Repression	11973610
PPARG	P37231	NOTCH4	Q99466	Unknown	20436223
PPARG	P37231	NR1H3	Q13133	Unknown	11604492
PPARG	P37231	PDK2	Q15119	Repression	15955060
PPARG	P37231	PLIN2	Q99541	Activation	11420178;16403437
PPARG	P37231	PLIN2	Q99541	Unknown	17322100;19571381
PPARG	P37231	POU2F1	P14859	Activation	12881480
PPARG	P37231	PTEN	P60484	Activation	11378386;16425225;16775433;20198337
PPARG	P37231	PTGS2	P35354	Activation	11412039
PPARG	P37231	PTGS2	P35354	Repression	14555539;16506021
PPARG	P37231	PTGS2	P35354	Unknown	10827178;11278336
PPARG	P37231	RARB	P10826	Activation	12839938
PPARG	P37231	REN	P00797	Repression	18483152
PPARG	P37231	REN	P00797	Unknown	17785633
PPARG	P37231	RETN	Q9HD89	Activation	20360975
PPARG	P37231	RETN	Q9HD89	Unknown	12504108
PPARG	P37231	SAT1	P21673	Activation	14506281
PPARG	P37231	SAT1	P21673	Unknown	14750214
PPARG	P37231	SERPINE1	P05121	Unknown	10073956
PPARG	P37231	SLC2A4	P14672	Repression	16670091
PPARG	P37231	SLC5A5	Q92911	Activation	17614769
PPARG	P37231	SLC9A1	P19634	Repression	19887620
PPARG	P37231	SOCS7	O14512	Unknown	20357037
PPARG	P37231	TG	P01266	Repression	17614769
PPARG	P37231	TNFRSF11B	O00300	Unknown	12056809
PPARG	P37231	TP53	P04637	Activation	14960510;16887883
PPARG	P37231	TSHR	P16473	Repression	17614769
PPARG	P37231	TXNIP	Q9H3M7	Unknown	19808645
PPARG	P37231	UGT1A9	O60656	Activation	12582161
PPARG	P37231	VLDLR	P98155	Activation	19861583
PPARGC1A	Q9UBK2	ALDOB	P05062	Activation	16891307
PPARGC1A	Q9UBK2	APOA5	Q6Q788	Activation	16891307
PPARGC1A	Q9UBK2	APOC3	P02656	Activation	16891307
PPARGC1A	Q9UBK2	CYP2C9	P11712	Unknown	16882880
PPARGC1A	Q9UBK2	CYP7A1	P22680	Activation	16891307
PPARGC1A	Q9UBK2	MFN2	O95140	Activation	17828388
PPARGC1A	Q9UBK2	MLYCD	O95822	Unknown	16434556
PPARGC1A	Q9UBK2	OTC	P00480	Activation	16891307
PPARGC1A	Q9UBK2	PCK2	Q16822	Activation	16891307
PRDM1	O75626	CIITA	P33076	Repression	16765445;16982896;17300840
PRDM1	O75626	GCSAM	Q8N6F7	Repression	21722313
PRDM1	O75626	LMO2	P25791	Repression	21722313
PRDM1	O75626	MKI67	P46013	Unknown	20530581
PRDM1	O75626	MYC	P01106	Repression	10713181;12032779
PRDM1	O75626	PCNA	P12004	Unknown	20530581
PRDM14	Q9GZV8	POU5F1	Q01860	Activation	20953172
PRDM2	Q13029	KMT5A	Q9NQR1	Unknown	24423864
PREB	Q9HCU5	CCL2	P13500	Unknown	19426980
PREB	Q9HCU5	PRL	P01236	Unknown	20411477
PROX1	Q92786	AKT2	P31751	Repression	22982861
PROX1	Q92786	CCNE1	P24864	Activation	21040746
PROX1	Q92786	CDKN1B	P46527	Activation	17069925
PROX1	Q92786	CDKN1C	P49918	Activation	17069925
PROX1	Q92786	CYP7A1	P22680	Repression	23626788
PROX1	Q92786	IFNG	P01579	Repression	20064070
PROX1	Q92786	NR1I2	O75469	Repression	22023334
PROX1	Q92786	NR5A2	O00482	Repression	19264593
PROX1	Q92786	RGS4	P49798	Repression	22942256
PROX1	Q92786	SIX3	O95343	Activation	11554737
PROX1	Q92786	TWIST1	Q15672	Repression	22982861
PTF1A	Q7RTS3	CEL		Unknown	11023822
PTMA	P06454	CDKN1A	P38936	Unknown	16540664
PTMA	P06454	IDO1	P14902	Activation	21176371;21575365
PTMA	P06454	IDO2	Q6ZQW0	Activation	21176371;21575365
PTMA	P06454	TLR9	Q9NR96	Repression	21176371;21575365
PTTG1	O95997	CCNB1	P14635	Activation	22475756
PTTG1	O95997	CDC42	P60953	Activation	22081074
PTTG1	O95997	CDK1	P06493	Activation	22475756
PTTG1	O95997	DOCK1	Q14185	Activation	22081074
PTTG1	O95997	FGF2	P09038	Unknown	12213878
PTTG1	O95997	ID3	Q02535	Activation	16926250
PTTG1	O95997	KDR	P35968	Activation	16926250
PTTG1	O95997	LGALS1	P09382	Activation	19351864
PTTG1	O95997	MYC	P01106	Activation	22475756
PTTG1	O95997	MYC	P01106	Unknown	11115508
PTTG1	O95997	PTTG1IP	P53801	Activation	15886233
PTTG1	O95997	RAC1	P63000	Activation	22081074
PTTG1	O95997	RHOA	P61586	Activation	22081074
PTTG1	O95997	S100A4	P26447	Activation	19351864
PTTG1	O95997	TIMP2	P16035	Repression	19351864
PTTG1	O95997	VEGFA	P15692	Activation	12213878;16926250
PURA	Q00577	AR	P10275	Repression	18413735;19790234
PURA	Q00577	ERBB2	P04626	Unknown	22899247
PURA	Q00577	FAS	P25445	Repression	10903433
PURA	Q00577	PCNA	P12004	Repression	18386260
RAD51	Q06609	SP1	P08047	Activation	18769160
RARA	P10276	ABCC3	O15438	Repression	17272513
RARA	P10276	ANXA8	P13928	Repression	1313714
RARA	P10276	CCNA1	P78396	Repression	11090075
RARA	P10276	CDKN1A	P38936	Activation	10356361
RARA	P10276	CRABP1	P29762	Activation	18000064
RARA	P10276	CRH	P06850	Activation	19596122
RARA	P10276	CXCR5	P32302	Activation	14993281
RARA	P10276	CYP1A1	P04798	Unknown	15325265
RARA	P10276	ETS1	P14921	Unknown	11327309
RARA	P10276	FGFBP1	Q14512	Activation	11077050
RARA	P10276	GNRH2	O43555	Unknown	17451432
RARA	P10276	HCK	P08631	Unknown	21993313
RARA	P10276	HNF4A	P41235	Unknown	11585914
RARA	P10276	HSD17B2	P37059	Activation	18270252
RARA	P10276	HSD17B2	P37059	Unknown	17538076
